TaxID	Taxonomy	AttributeID	AttributeName	DataType	NavigationOrder	DisplayOrder
EB4CF1BA-AEF3-4751-B1BE-CD3B8F31E01B	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Cables	3E5E56A8-9841-4D64-B378-39434A4ED9E9	Cable Finish/Coating	LOV	0.000	6.000
EB4CF1BA-AEF3-4751-B1BE-CD3B8F31E01B	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Cables	7697FD5C-AC89-468A-9DBA-462F9F8D63CE	Cable Color	LOV	0.000	7.000
EB4CF1BA-AEF3-4751-B1BE-CD3B8F31E01B	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Cables	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	8.000
EB4CF1BA-AEF3-4751-B1BE-CD3B8F31E01B	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Cables	ED997C82-0A38-49AC-BE38-A8FFCB3B975C	Number of Loops	LOV	4.000	4.000
EB4CF1BA-AEF3-4751-B1BE-CD3B8F31E01B	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Cables	B9FCAFAB-2D8C-427A-9B25-AE45516C75CB	Cable Material	LOV	2.000	2.000
EB4CF1BA-AEF3-4751-B1BE-CD3B8F31E01B	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Cables	DD6D4141-8041-47B7-8411-CA005E6C6BBB	Cable Diameter	Numeric Text	3.000	3.000
34E76C0F-FEA6-4696-8C63-F63A094589A9	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Chains	9D523A94-563B-4230-B1C8-294B320D822C	Chain Diameter	Numeric Text	1.000	1.000
34E76C0F-FEA6-4696-8C63-F63A094589A9	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Chains	52A724DF-8D6B-4E6E-A1AF-32959560EE58	Chain Material	LOV	3.000	3.000
34E76C0F-FEA6-4696-8C63-F63A094589A9	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Chains	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	5.000
34E76C0F-FEA6-4696-8C63-F63A094589A9	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Chains	D67FE7FB-2F97-4E44-80F2-B6D9E2E01D18	Sleeve Material	LOV	4.000	4.000
34E76C0F-FEA6-4696-8C63-F63A094589A9	PCM Team Workspace>Lockout Tagout>Cable Lockouts & Chain Lockouts>Lockout Chains	88382E14-6B12-4EF6-B5DB-DCA0A802AB15	Chain Length	Numeric Text	2.000	2.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	29E86A22-7A2D-4A57-8DCD-008F5BCCB44F	Mounting Rail Depth	Numeric Text	0.000	15.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	62AFA405-27ED-4F3E-B11A-079B3DB311B2	Blocking Bar Material	LOV	0.000	17.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	D8040EB4-B35B-4D6A-90F2-0CF8FD0C475E	Blocking Bar Holder Width	Numeric Text	0.000	13.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	7ED78210-EF0B-473A-900A-1B61766A4D88	Blocking Bar Width	Numeric Text	0.000	11.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	75BA8909-EF73-4C41-8EA2-1D22A61841B7	Mounting Rail Width	Numeric Text	0.000	12.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	20.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	264A1D8C-C53C-4BC7-BD92-CA9272C2C13C	Mounting Rail Length	Numeric Text	0.000	9.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	6A6BB6B7-EFCA-429E-BF89-E255C68CAC9E	Maximum Number of Padlocks	Number	0.000	5.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	40B2613D-8AA9-4075-8AD5-E4EF482FE314	Lockout System Component	LOV	1.000	1.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	0952A567-21E5-4311-BC62-FF4852BDAEA0	Blocking Bar Depth	Numeric Text	0.000	14.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	22.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	6.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	3A264DB9-B7C7-4BA5-8BAC-A2F06F668DB4	Includes	LOV	0.000	21.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	C96B1344-2BB0-4F61-9012-B4E827C33AFB	Blocking Bar Length	Numeric Text	0.000	8.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	4CBE19DF-D2B2-4C44-AC56-C611C95C2396	Blocking Bar Holder Length	Numeric Text	0.000	10.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	E2BB9EC6-FB31-4E26-9B46-C73B55D37021	Blocking Bar Color	LOV	2.000	2.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	85EA6C6E-54F2-4B81-85B1-319E4F0FA1D8	Blocking Bar Holder Depth	Numeric Text	0.000	16.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	F46C9F1F-5180-485D-90BF-31FBDE397B41	Blocking Bar Holder Material	LOV	0.000	19.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	95B59C87-5EA6-41F3-B4ED-350A1797626C	Minimum Shackle Diameter	Numeric Text	0.000	7.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	E006DE9E-F5FE-474E-9DD3-48068B65DEEA	Mounting Rail Material	LOV	0.000	18.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	B278466F-10DC-4355-BBC5-4DD9D6C741B6	Mounting Rail Color	LOV	0.000	3.000
9F767F6C-528D-43C1-B19A-422E34AA7AF5	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Blocking Bar Lockout Systems	B666CDAE-C39C-4110-9E9A-5B31CFC87632	Blocking Bar Holder Color	LOV	0.000	4.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	8EB344F6-55E5-4F57-A64F-3E698FE74E22	Accessory Type	LOV	1.000	1.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	6906A191-D594-4234-8B7A-64266BE543B9	Cleat Width	Numeric Text	0.000	4.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	5EBBE6AF-DEB0-4CFF-A7A5-6DCDB29FA2A5	Voltage	Numeric Text	2.000	2.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	0EF472C6-C143-4BE4-8363-7F7E7EDAE002	Color	LOV	0.000	7.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	DF39856A-3AA5-43F6-B9A6-A93E3766FF02	Material	LOV	0.000	6.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	97457C13-08CC-4F2E-A853-B7B5A77DE7AC	Cleat Height	Numeric Text	0.000	3.000
50FF9FD3-FAD4-49B5-BDEA-935210500DDA	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Lockout Accessories	675949EA-8FDA-47E0-A185-C23EE327C9AD	Cleat Depth	Numeric Text	0.000	5.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	0.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	AEB91158-6486-4B8B-818A-1538B0E6D070	Lockout Height	Numeric Text	0.000	0.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	10.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	CD9828A7-4B72-4C26-944E-332B0D880C5C	Lockout Color	LOV	0.000	6.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	402A28BA-5783-472F-A6CB-5A9D18B229EA	Circuit Breaker Lockout Type	LOV	1.000	1.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	7A134F50-7424-4019-B7F5-647FB0055F18	Single-pole Lockout Type	LOV	2.000	2.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	4872FE7D-9661-40E0-8EE4-A79145AF1C56	Lockout Material	LOV	0.000	7.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	E1DAF007-7A16-45D2-9E56-B39B8D786AE7	Minimum Shackle Clearance	Numeric Text	0.000	9.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	0.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	5EBBE6AF-DEB0-4CFF-A7A5-6DCDB29FA2A5	Voltage	Numeric Text	4.000	4.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	12.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	B82BA954-E7DF-4E22-9D25-7538BCE1E943	Handle/Toggle Width	Numeric Text	3.000	3.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	8.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	A9DB7151-60E8-4B0B-87ED-9587EF8F5C7F	Lockout Size	Numeric Text	0.000	5.000
34115BE5-B05C-4548-83E0-ABC991287F8C	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Circuit Breaker Switch Lockouts	3A264DB9-B7C7-4BA5-8BAC-A2F06F668DB4	Includes	LOV	0.000	11.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	0.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	AEB91158-6486-4B8B-818A-1538B0E6D070	Lockout Height	Numeric Text	0.000	0.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	17.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	E4E2BC2F-CB0A-47ED-9591-29EF1090F757	Spacing Gasket Length	Numeric Text	0.000	0.000
